44145,642.364749468284
12494,670.852000489051
88294,1263.83725092134
5669407,879.774480641355
4144847,564.474040411502
271678,1619.62840118071
2235319,474.388200345829
1560059,814.606000593848
2402590,824.189600600834
3200408,527.098000384254
1446764,479.180000349322
1420380,335.426000244526
3630325,517.514400377268
5098688,584.599600426173
1638944,479.180000349322
5534710,469.596400342336
1447046,555.848800405214
1412569,527.098000384254
2965239,479.180000349322
83506,920.313108670908
2489653,335.426000244526
3058132,463.846240338144
2010488,650.24726047403
2764569,407.303000296924
5230927,575.016000419187
